Unnamed: 0.1,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
0,0,4,1,1,0,A,0,A,0,10-9
1,1,4,1,1,120,A,0,A,0,10-9
2,2,4,1,1,241,A,0,A,0,10-9
3,3,4,1,1,361,A,0,A,0,10-9
4,4,4,1,1,482,A,0,A,0,10-9
5,5,4,1,1,602,A,0,A,0,10-9
6,6,4,1,1,723,A,0.50777754,D,193.2331089,10-9
7,7,4,1,1,843,D,0,D,0,10-9
8,8,4,1,1,964,D,0,D,0,10-9
9,9,4,1,1,1084,D,0,D,0,10-9
10,10,4,1,1,1205,D,0,D,0,10-9
11,11,4,1,1,1325,D,0,D,0,10-9
12,12,4,1,1,1446,D,0,D,0,10-9
13,13,4,1,1,1566,D,0,D,0,10-9
14,14,4,1,1,1687,D,0.67788953,B,294.4203584,10-9
15,15,4,1,1,1807,B,0,B,0,10-9
16,16,4,1,1,1928,B,0,B,0,10-9
17,17,4,1,1,2048,B,0,B,0,10-9
18,18,4,1,1,2169,B,0,B,0,10-9
19,19,4,1,1,2289,B,0,B,0,10-9
20,20,4,1,1,2410,B,0,B,0,10-9
21,21,4,1,1,2530,B,0,B,0,10-9
22,22,4,1,1,2650,B,0.6713409,C,163.4993222,10-9
23,23,4,1,1,2771,C,0,C,0,10-9
24,24,4,1,1,2891,C,0,C,0,10-9
25,25,4,1,1,3012,C,0,C,0,10-9
26,26,4,1,1,3132,C,0,C,0,10-9
27,27,4,1,1,3253,C,0,C,0,10-9
28,28,4,1,1,3373,C,0,C,0,10-9
29,29,4,1,1,3494,C,0,C,0,10-9
30,30,4,1,1,3614,C,0.61739845,A,235.2349095,11-10
31,31,4,1,1,3735,A,0,A,0,11-10
32,32,4,1,1,3855,A,0,A,0,11-10
33,33,4,1,1,3975,A,0,A,0,11-10
34,34,4,1,1,4096,A,0,A,0,11-10
35,35,4,1,1,4216,A,0,A,0,11-10
36,36,4,1,1,4337,A,0,A,0,11-10
37,37,4,1,1,4457,A,0,A,0,11-10
38,38,4,1,1,4578,A,0.67397595,B,265.1764812,11-10
39,39,4,1,1,4698,B,0,B,0,11-10
40,40,4,1,1,4819,B,0,B,0,11-10
41,41,4,1,1,4939,B,0,B,0,11-10
42,42,4,1,1,5060,B,0,B,0,11-10
43,43,4,1,1,5180,B,0,B,0,11-10
44,44,4,1,1,5301,B,0,B,0,11-10
45,45,4,1,1,5421,B,0,B,0,11-10
46,46,4,1,1,5542,B,0.45711366,D,49.7140692,11-10
47,47,4,1,1,5662,D,0,D,0,11-10
48,48,4,1,1,5783,D,0,D,0,11-10
49,49,4,1,1,5903,D,0,D,0,11-10
50,50,4,1,1,6024,D,0,D,0,11-10
51,51,4,1,1,6144,D,0,D,0,11-10
52,52,4,1,1,6264,D,0,D,0,11-10
53,53,4,1,1,6385,D,0,D,0,11-10
54,54,4,1,1,6505,D,0.52710391,A,186.9686893,11-10
55,55,4,1,1,6626,A,0,A,0,11-10
56,56,4,1,1,6746,A,0,A,0,11-10
57,57,4,1,1,6867,A,0,A,0,11-10
58,58,4,1,1,6987,A,0,A,0,11-10
59,59,4,1,1,7108,A,0,A,0,11-10
60,60,4,1,1,7228,A,0,A,0,11-10
61,61,4,1,1,7349,A,0,A,0,11-10
62,62,4,1,1,7469,A,0.45921354,D,170.9317783,11-10
63,63,4,1,1,7590,D,0,D,0,11-10
64,64,4,1,1,7710,D,0,D,0,11-10
65,65,4,1,1,7831,D,0,D,0,11-10
66,66,4,1,1,7951,D,0,D,0,11-10
67,67,4,1,1,8071,D,0,D,0,11-10
68,68,4,1,1,8192,D,0,D,0,11-10
69,69,4,1,1,8312,D,0,D,0,11-10
70,70,4,1,1,8433,D,0.64351538,A,171.0819168,11-10
71,71,4,1,1,8553,A,0,A,0,11-10
72,72,4,1,1,8674,A,0,A,0,11-10
