Unnamed: 0.1,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
0,0,3,1,1,0,A,0.0,A,0.0,9-10
1,1,3,1,1,120,A,0.0,A,0.0,9-10
2,2,3,1,1,241,A,0.0,A,0.0,9-10
3,3,3,1,1,361,A,0.0,A,0.0,9-10
4,4,3,1,1,482,A,0.0,A,0.0,9-10
5,5,3,1,1,602,A,0.0,A,0.0,9-10
6,6,3,1,1,723,A,0.54919484,D,186.30794485,9-10
7,7,3,1,1,843,D,0.0,D,0.0,9-10
8,8,3,1,1,964,D,0.0,D,0.0,9-10
9,9,3,1,1,1084,D,0.0,D,0.0,9-10
10,10,3,1,1,1205,D,0.0,D,0.0,9-10
11,11,3,1,1,1325,D,0.0,D,0.0,9-10
12,12,3,1,1,1446,D,0.0,D,0.0,9-10
13,13,3,1,1,1566,D,0.0,D,0.0,9-10
14,14,3,1,1,1687,D,0.54973762,B,284.04447385,9-10
15,15,3,1,1,1807,B,0.0,B,0.0,9-10
16,16,3,1,1,1928,B,0.0,B,0.0,9-10
17,17,3,1,1,2048,B,0.0,B,0.0,9-10
18,18,3,1,1,2169,B,0.0,B,0.0,9-10
19,19,3,1,1,2289,B,0.0,B,0.0,9-10
20,20,3,1,1,2410,B,0.0,B,0.0,9-10
21,21,3,1,1,2530,B,0.0,B,0.0,9-10
22,22,3,1,1,2651,B,0.77140663,A,56.30396928,9-10
23,23,3,1,1,2771,A,0.0,A,0.0,9-10
24,24,3,1,1,2892,A,0.0,A,0.0,9-10
25,25,3,1,1,3012,A,0.0,A,0.0,9-10
26,26,3,1,1,3132,A,0.0,A,0.0,9-10
27,27,3,1,1,3253,A,0.0,A,0.0,9-10
28,28,3,1,1,3373,A,0.0,A,0.0,9-10
29,29,3,1,1,3494,A,0.0,A,0.0,9-10
30,30,3,1,1,3614,A,0.79673692,B,264.81317169,10-11
31,31,3,1,1,3735,B,0.0,B,0.0,10-11
32,32,3,1,1,3855,B,0.0,B,0.0,10-11
33,33,3,1,1,3976,B,0.0,B,0.0,10-11
34,34,3,1,1,4096,B,0.0,B,0.0,10-11
35,35,3,1,1,4217,B,0.0,B,0.0,10-11
36,36,3,1,1,4337,B,0.0,B,0.0,10-11
37,37,3,1,1,4458,B,0.0,B,0.0,10-11
38,38,3,1,1,4578,B,0.52647693,D,58.96971087,10-11
39,39,3,1,1,4699,D,0.0,D,0.0,10-11
40,40,3,1,1,4819,D,0.0,D,0.0,10-11
41,41,3,1,1,4940,D,0.0,D,0.0,10-11
42,42,3,1,1,5060,D,0.0,D,0.0,10-11
43,43,3,1,1,5181,D,0.0,D,0.0,10-11
44,44,3,1,1,5301,D,0.0,D,0.0,10-11
45,45,3,1,1,5422,D,0.0,D,0.0,10-11
46,46,3,1,1,5542,D,0.54056365,B,286.15089763,10-11
47,47,3,1,1,5663,B,0.0,B,0.0,10-11
48,48,3,1,1,5783,B,0.0,B,0.0,10-11
49,49,3,1,1,5904,B,0.0,B,0.0,10-11
50,50,3,1,1,6024,B,0.0,B,0.0,10-11
51,51,3,1,1,6144,B,0.0,B,0.0,10-11
52,52,3,1,1,6265,B,0.0,B,0.0,10-11
53,53,3,1,1,6385,B,0.0,B,0.0,10-11
54,54,3,1,1,6506,B,0.55284874,C,180.91404365,10-11
55,55,3,1,1,6626,C,0.0,C,0.0,10-11
56,56,3,1,1,6747,C,0.0,C,0.0,10-11
57,57,3,1,1,6867,C,0.0,C,0.0,10-11
58,58,3,1,1,6988,C,0.0,C,0.0,10-11
59,59,3,1,1,7108,C,0.0,C,0.0,10-11
60,60,3,1,1,7229,C,0.0,C,0.0,10-11
61,61,3,1,1,7349,C,0.0,C,0.0,10-11
62,62,3,1,1,7469,C,0.46881586,A,273.65957151,10-11
63,63,3,1,1,7590,A,0.0,A,0.0,10-11
64,64,3,1,1,7710,A,0.0,A,0.0,10-11
65,65,3,1,1,7831,A,0.0,A,0.0,10-11
66,66,3,1,1,7952,A,0.0,A,0.0,10-11
67,67,3,1,1,8072,A,0.0,A,0.0,10-11
68,68,3,1,1,8192,A,0.0,A,0.0,10-11
69,69,3,1,1,8313,A,0.0,A,0.0,10-11
70,70,3,1,1,8433,A,0.63698993,D,182.66366634,10-11
71,71,3,1,1,8554,D,0.0,D,0.0,10-11
72,72,3,1,1,8674,D,0.0,D,0.0,10-11
73,73,3,1,1,8795,D,0.0,D,0.0,10-11
74,74,3,1,1,8915,D,0.0,D,0.0,10-11
75,75,3,1,1,9036,D,0.0,D,0.0,10-11
76,76,3,1,1,9156,D,0.0,D,0.0,10-11
77,77,3,1,1,9277,D,0.0,D,0.0,10-11
78,78,3,1,1,9397,D,0.46850857,B,243.60095038,10-11
79,79,3,1,1,9518,B,0.0,B,0.0,10-11
80,80,3,1,1,9638,B,0.0,B,0.0,10-11
81,81,3,1,1,9759,B,0.0,B,0.0,10-11
82,82,3,1,1,9879,B,0.0,B,0.0,10-11
83,83,3,1,1,10000,B,0.0,B,0.0,10-11
84,84,3,1,1,10120,B,0.0,B,0.0,10-11
85,85,3,1,1,10241,B,0.0,B,0.0,10-11
86,86,3,1,1,10361,B,0.72299547,C,166.59798094,10-11
87,87,3,1,1,10482,C,0.0,C,0.0,10-11
88,88,3,1,1,10602,C,0.0,C,0.0,10-11
89,89,3,1,1,10723,C,0.0,C,0.0,10-11
90,90,3,1,1,10843,C,0.0,C,0.0,12-1
91,91,3,1,1,10964,C,0.0,C,0.0,12-1
92,92,3,1,1,11084,C,0.0,C,0.0,12-1
93,93,3,1,1,11205,C,0.0,C,0.0,12-1
94,94,3,1,1,11325,C,0.43471594,A,240.39746078,12-1
95,95,3,1,1,11446,A,0.0,A,0.0,12-1
96,96,3,1,1,11566,A,0.0,A,0.0,12-1
97,97,3,1,1,11686,A,0.0,A,0.0,12-1
98,98,3,1,1,11807,A,0.0,A,0.0,12-1
99,99,3,1,1,11927,A,0.0,A,0.0,12-1
100,100,3,1,1,12048,A,0.0,A,0.0,12-1
101,101,3,1,1,12168,A,0.0,A,0.0,12-1
102,102,3,1,1,12289,A,0.55002267,C,46.87337775,12-1
103,103,3,1,1,12409,C,0.0,C,0.0,12-1
104,104,3,1,1,12530,C,0.0,C,0.0,12-1
105,105,3,1,1,12650,C,0.0,C,0.0,12-1
106,106,3,1,1,12771,C,0.0,C,0.0,12-1
107,107,3,1,1,12891,C,0.0,C,0.0,12-1
108,108,3,1,1,13012,C,0.0,C,0.0,12-1
109,109,3,1,1,13132,C,0.0,C,0.0,12-1
110,110,3,1,1,13253,C,0.71850523,A,272.4190234,12-1
111,111,3,1,1,13373,A,0.0,A,0.0,12-1
112,112,3,1,1,13494,A,0.0,A,0.0,12-1
113,113,3,1,1,13614,A,0.0,A,0.0,12-1
114,114,3,1,1,13735,A,0.0,A,0.0,12-1
115,115,3,1,1,13855,A,0.0,A,0.0,12-1
116,116,3,1,1,13976,A,0.0,A,0.0,12-1
117,117,3,1,1,14096,A,0.0,A,0.0,12-1
118,118,3,1,1,14217,A,0.81793014,C,36.58184568,12-1
119,119,3,1,1,14337,C,0.0,C,0.0,12-1
120,120,3,1,1,14458,C,0.0,C,0.0,1-2
121,121,3,1,1,14578,C,0.0,C,0.0,1-2
