Unnamed: 0.1,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
0,0,5,1,1,0,A,0,A,0,10-9
1,1,5,1,1,120,A,0,A,0,10-9
2,2,5,1,1,241,A,0,A,0,10-9
3,3,5,1,1,361,A,0,A,0,10-9
4,4,5,1,1,482,A,0,A,0,10-9
5,5,5,1,1,602,A,0,A,0,10-9
6,6,5,1,1,723,A,0.48623663,D,177.3501555,10-9
7,7,5,1,1,843,D,0,D,0,10-9
8,8,5,1,1,964,D,0,D,0,10-9
9,9,5,1,1,1084,D,0,D,0,10-9
10,10,5,1,1,1205,D,0,D,0,10-9
11,11,5,1,1,1325,D,0,D,0,10-9
12,12,5,1,1,1446,D,0,D,0,10-9
13,13,5,1,1,1566,D,0,D,0,10-9
14,14,5,1,1,1687,D,0.66422625,B,276.7887628,10-9
15,15,5,1,1,1807,B,0,B,0,10-9
16,16,5,1,1,1928,B,0,B,0,10-9
17,17,5,1,1,2048,B,0,B,0,10-9
18,18,5,1,1,2169,B,0,B,0,10-9
19,19,5,1,1,2289,B,0,B,0,10-9
20,20,5,1,1,2410,B,0,B,0,10-9
21,21,5,1,1,2530,B,0,B,0,10-9
22,22,5,1,1,2651,B,0.40290408,D,63.13261271,10-9
23,23,5,1,1,2771,D,0,D,0,10-9
24,24,5,1,1,2892,D,0,D,0,10-9
25,25,5,1,1,3012,D,0,D,0,10-9
26,26,5,1,1,3133,D,0,D,0,10-9
27,27,5,1,1,3253,D,0,D,0,10-9
28,28,5,1,1,3374,D,0,D,0,10-9
29,29,5,1,1,3494,D,0,D,0,10-9
30,30,5,1,1,3615,D,0.61099066,A,185.1287165,11-10
31,31,5,1,1,3735,A,0,A,0,11-10
32,32,5,1,1,3856,A,0,A,0,11-10
33,33,5,1,1,3976,A,0,A,0,11-10
34,34,5,1,1,4097,A,0,A,0,11-10
35,35,5,1,1,4217,A,0,A,0,11-10
36,36,5,1,1,4338,A,0,A,0,11-10
37,37,5,1,1,4458,A,0,A,0,11-10
38,38,5,1,1,4578,A,1.0256194,C,45.42563413,11-10
39,39,5,1,1,4699,C,0,C,0,11-10
40,40,5,1,1,4819,C,0,C,0,11-10
41,41,5,1,1,4940,C,0,C,0,11-10
42,42,5,1,1,5060,C,0,C,0,11-10
43,43,5,1,1,5181,C,0,C,0,11-10
44,44,5,1,1,5301,C,0,C,0,11-10
45,45,5,1,1,5422,C,0,C,0,11-10
46,46,5,1,1,5542,C,0.77119223,B,172.7348943,11-10
47,47,5,1,1,5663,B,0,B,0,11-10
48,48,5,1,1,5783,B,0,B,0,11-10
49,49,5,1,1,5904,B,0,B,0,11-10
50,50,5,1,1,6024,B,0,B,0,11-10
51,51,5,1,1,6145,B,0,B,0,11-10
52,52,5,1,1,6265,B,0,B,0,11-10
53,53,5,1,1,6386,B,0,B,0,11-10
54,54,5,1,1,6506,B,0.52605141,A,59.55118479,11-10
55,55,5,1,1,6627,A,0,A,0,11-10
56,56,5,1,1,6747,A,0,A,0,11-10
57,57,5,1,1,6868,A,0,A,0,11-10
58,58,5,1,1,6988,A,0,A,0,11-10
59,59,5,1,1,7108,A,0,A,0,11-10
60,60,5,1,1,7229,A,0,A,0,11-10
61,61,5,1,1,7349,A,0,A,0,11-10
62,62,5,1,1,7470,A,0.71953968,D,191.6241195,11-10
63,63,5,1,1,7590,D,0,D,0,11-10
64,64,5,1,1,7711,D,0,D,0,11-10
65,65,5,1,1,7831,D,0,D,0,11-10
66,66,5,1,1,7952,D,0,D,0,11-10
67,67,5,1,1,8072,D,0,D,0,11-10
68,68,5,1,1,8193,D,0,D,0,11-10
69,69,5,1,1,8313,D,0,D,0,11-10
70,70,5,1,1,8434,D,0.46454812,C,160.6005324,11-10
71,71,5,1,1,8554,C,0,C,0,11-10
72,72,5,1,1,8675,C,0,C,0,11-10
73,73,5,1,1,8795,C,0,C,0,11-10
74,74,5,1,1,8916,C,0,C,0,11-10
75,75,5,1,1,9036,C,0,C,0,11-10
76,76,5,1,1,9157,C,0,C,0,11-10
77,77,5,1,1,9277,C,0,C,0,11-10
78,78,5,1,1,9398,C,0.74757274,D,82.17646327,11-10
79,79,5,1,1,9518,D,0,D,0,11-10
80,80,5,1,1,9638,D,0,D,0,11-10
81,81,5,1,1,9759,D,0,D,0,11-10
82,82,5,1,1,9879,D,0,D,0,11-10
83,83,5,1,1,10000,D,0,D,0,11-10
84,84,5,1,1,10120,D,0,D,0,11-10
85,85,5,1,1,10241,D,0,D,0,11-10
86,86,5,1,1,10361,D,0.41903389,A,171.2105805,11-10
